ws1,ws2,pmax1,pmax2,fout_name
-1.38e-06,1.38e-05,1.0000079951190892,1.0000012792147588,0
-1.38e-06,1.38e-05,1.0000079951190892,1.000006076284678,1
-1.38e-06,1.38e-05,1.0000079951190892,1.0000108733776094,2
-1.38e-06,1.38e-05,1.0000079951190892,1.0000156704935528,3
-1.38e-06,1.38e-05,1.0000079951190892,1.000020467632508,4
-1.38e-06,1.38e-05,1.0000379773849828,1.0000012792147588,5
-1.38e-06,1.38e-05,1.0000379773849828,1.000006076284678,6
-1.38e-06,1.38e-05,1.0000379773849828,1.0000108733776094,7
-1.38e-06,1.38e-05,1.0000379773849828,1.0000156704935528,8
-1.38e-06,1.38e-05,1.0000379773849828,1.000020467632508,9
-1.38e-06,1.38e-05,1.0000679605498053,1.0000012792147588,10
-1.38e-06,1.38e-05,1.0000679605498053,1.000006076284678,11
-1.38e-06,1.38e-05,1.0000679605498053,1.0000108733776094,12
-1.38e-06,1.38e-05,1.0000679605498053,1.0000156704935528,13
-1.38e-06,1.38e-05,1.0000679605498053,1.000020467632508,14
-1.38e-06,1.38e-05,1.000097944613584,1.0000012792147588,15
-1.38e-06,1.38e-05,1.000097944613584,1.000006076284678,16
-1.38e-06,1.38e-05,1.000097944613584,1.0000108733776094,17
-1.38e-06,1.38e-05,1.000097944613584,1.0000156704935528,18
-1.38e-06,1.38e-05,1.000097944613584,1.000020467632508,19
-1.38e-06,1.38e-05,1.0001279295763457,1.0000012792147588,20
-1.38e-06,1.38e-05,1.0001279295763457,1.000006076284678,21
-1.38e-06,1.38e-05,1.0001279295763457,1.0000108733776094,22
-1.38e-06,1.38e-05,1.0001279295763457,1.0000156704935528,23
-1.38e-06,1.38e-05,1.0001279295763457,1.000020467632508,24
-3.5535e-05,1.38e-05,1.0000079951190892,1.0000012792147588,25
-3.5535e-05,1.38e-05,1.0000079951190892,1.000006076284678,26
-3.5535e-05,1.38e-05,1.0000079951190892,1.0000108733776094,27
-3.5535e-05,1.38e-05,1.0000079951190892,1.0000156704935528,28
-3.5535e-05,1.38e-05,1.0000079951190892,1.000020467632508,29
-3.5535e-05,1.38e-05,1.0000379773849828,1.0000012792147588,30
-3.5535e-05,1.38e-05,1.0000379773849828,1.000006076284678,31
-3.5535e-05,1.38e-05,1.0000379773849828,1.0000108733776094,32
-3.5535e-05,1.38e-05,1.0000379773849828,1.0000156704935528,33
-3.5535e-05,1.38e-05,1.0000379773849828,1.000020467632508,34
-3.5535e-05,1.38e-05,1.0000679605498053,1.0000012792147588,35
-3.5535e-05,1.38e-05,1.0000679605498053,1.000006076284678,36
-3.5535e-05,1.38e-05,1.0000679605498053,1.0000108733776094,37
-3.5535e-05,1.38e-05,1.0000679605498053,1.0000156704935528,38
-3.5535e-05,1.38e-05,1.0000679605498053,1.000020467632508,39
-3.5535e-05,1.38e-05,1.000097944613584,1.0000012792147588,40
-3.5535e-05,1.38e-05,1.000097944613584,1.000006076284678,41
-3.5535e-05,1.38e-05,1.000097944613584,1.0000108733776094,42
-3.5535e-05,1.38e-05,1.000097944613584,1.0000156704935528,43
-3.5535e-05,1.38e-05,1.000097944613584,1.000020467632508,44
-3.5535e-05,1.38e-05,1.0001279295763457,1.0000012792147588,45
-3.5535e-05,1.38e-05,1.0001279295763457,1.000006076284678,46
-3.5535e-05,1.38e-05,1.0001279295763457,1.0000108733776094,47
-3.5535e-05,1.38e-05,1.0001279295763457,1.0000156704935528,48
-3.5535e-05,1.38e-05,1.0001279295763457,1.000020467632508,49
-6.969e-05,1.38e-05,1.0000079951190892,1.0000012792147588,50
-6.969e-05,1.38e-05,1.0000079951190892,1.000006076284678,51
-6.969e-05,1.38e-05,1.0000079951190892,1.0000108733776094,52
-6.969e-05,1.38e-05,1.0000079951190892,1.0000156704935528,53
-6.969e-05,1.38e-05,1.0000079951190892,1.000020467632508,54
-6.969e-05,1.38e-05,1.0000379773849828,1.0000012792147588,55
-6.969e-05,1.38e-05,1.0000379773849828,1.000006076284678,56
-6.969e-05,1.38e-05,1.0000379773849828,1.0000108733776094,57
-6.969e-05,1.38e-05,1.0000379773849828,1.0000156704935528,58
-6.969e-05,1.38e-05,1.0000379773849828,1.000020467632508,59
-6.969e-05,1.38e-05,1.0000679605498053,1.0000012792147588,60
-6.969e-05,1.38e-05,1.0000679605498053,1.000006076284678,61
-6.969e-05,1.38e-05,1.0000679605498053,1.0000108733776094,62
-6.969e-05,1.38e-05,1.0000679605498053,1.0000156704935528,63
-6.969e-05,1.38e-05,1.0000679605498053,1.000020467632508,64
-6.969e-05,1.38e-05,1.000097944613584,1.0000012792147588,65
-6.969e-05,1.38e-05,1.000097944613584,1.000006076284678,66
-6.969e-05,1.38e-05,1.000097944613584,1.0000108733776094,67
-6.969e-05,1.38e-05,1.000097944613584,1.0000156704935528,68
-6.969e-05,1.38e-05,1.000097944613584,1.000020467632508,69
-6.969e-05,1.38e-05,1.0001279295763457,1.0000012792147588,70
-6.969e-05,1.38e-05,1.0001279295763457,1.000006076284678,71
-6.969e-05,1.38e-05,1.0001279295763457,1.0000108733776094,72
-6.969e-05,1.38e-05,1.0001279295763457,1.0000156704935528,73
-6.969e-05,1.38e-05,1.0001279295763457,1.000020467632508,74
-0.000103845,1.38e-05,1.0000079951190892,1.0000012792147588,75
-0.000103845,1.38e-05,1.0000079951190892,1.000006076284678,76
-0.000103845,1.38e-05,1.0000079951190892,1.0000108733776094,77
-0.000103845,1.38e-05,1.0000079951190892,1.0000156704935528,78
-0.000103845,1.38e-05,1.0000079951190892,1.000020467632508,79
-0.000103845,1.38e-05,1.0000379773849828,1.0000012792147588,80
-0.000103845,1.38e-05,1.0000379773849828,1.000006076284678,81
-0.000103845,1.38e-05,1.0000379773849828,1.0000108733776094,82
-0.000103845,1.38e-05,1.0000379773849828,1.0000156704935528,83
-0.000103845,1.38e-05,1.0000379773849828,1.000020467632508,84
-0.000103845,1.38e-05,1.0000679605498053,1.0000012792147588,85
-0.000103845,1.38e-05,1.0000679605498053,1.000006076284678,86
-0.000103845,1.38e-05,1.0000679605498053,1.0000108733776094,87
-0.000103845,1.38e-05,1.0000679605498053,1.0000156704935528,88
-0.000103845,1.38e-05,1.0000679605498053,1.000020467632508,89
-0.000103845,1.38e-05,1.000097944613584,1.0000012792147588,90
-0.000103845,1.38e-05,1.000097944613584,1.000006076284678,91
-0.000103845,1.38e-05,1.000097944613584,1.0000108733776094,92
-0.000103845,1.38e-05,1.000097944613584,1.0000156704935528,93
-0.000103845,1.38e-05,1.000097944613584,1.000020467632508,94
-0.000103845,1.38e-05,1.0001279295763457,1.0000012792147588,95
-0.000103845,1.38e-05,1.0001279295763457,1.000006076284678,96
-0.000103845,1.38e-05,1.0001279295763457,1.0000108733776094,97
-0.000103845,1.38e-05,1.0001279295763457,1.0000156704935528,98
-0.000103845,1.38e-05,1.0001279295763457,1.000020467632508,99
-0.000138,1.38e-05,1.0000079951190892,1.0000012792147588,100
-0.000138,1.38e-05,1.0000079951190892,1.000006076284678,101
-0.000138,1.38e-05,1.0000079951190892,1.0000108733776094,102
-0.000138,1.38e-05,1.0000079951190892,1.0000156704935528,103
-0.000138,1.38e-05,1.0000079951190892,1.000020467632508,104
-0.000138,1.38e-05,1.0000379773849828,1.0000012792147588,105
-0.000138,1.38e-05,1.0000379773849828,1.000006076284678,106
-0.000138,1.38e-05,1.0000379773849828,1.0000108733776094,107
-0.000138,1.38e-05,1.0000379773849828,1.0000156704935528,108
-0.000138,1.38e-05,1.0000379773849828,1.000020467632508,109
-0.000138,1.38e-05,1.0000679605498053,1.0000012792147588,110
-0.000138,1.38e-05,1.0000679605498053,1.000006076284678,111
-0.000138,1.38e-05,1.0000679605498053,1.0000108733776094,112
-0.000138,1.38e-05,1.0000679605498053,1.0000156704935528,113
-0.000138,1.38e-05,1.0000679605498053,1.000020467632508,114
-0.000138,1.38e-05,1.000097944613584,1.0000012792147588,115
-0.000138,1.38e-05,1.000097944613584,1.000006076284678,116
-0.000138,1.38e-05,1.000097944613584,1.0000108733776094,117
-0.000138,1.38e-05,1.000097944613584,1.0000156704935528,118
-0.000138,1.38e-05,1.000097944613584,1.000020467632508,119
-0.000138,1.38e-05,1.0001279295763457,1.0000012792147588,120
-0.000138,1.38e-05,1.0001279295763457,1.000006076284678,121
-0.000138,1.38e-05,1.0001279295763457,1.0000108733776094,122
-0.000138,1.38e-05,1.0001279295763457,1.0000156704935528,123
-0.000138,1.38e-05,1.0001279295763457,1.000020467632508,124
-1.38e-06,0.00035535,1.0000079951190892,1.0000012792147588,125
-1.38e-06,0.00035535,1.0000079951190892,1.000006076284678,126
-1.38e-06,0.00035535,1.0000079951190892,1.0000108733776094,127
-1.38e-06,0.00035535,1.0000079951190892,1.0000156704935528,128
-1.38e-06,0.00035535,1.0000079951190892,1.000020467632508,129
-1.38e-06,0.00035535,1.0000379773849828,1.0000012792147588,130
-1.38e-06,0.00035535,1.0000379773849828,1.000006076284678,131
-1.38e-06,0.00035535,1.0000379773849828,1.0000108733776094,132
-1.38e-06,0.00035535,1.0000379773849828,1.0000156704935528,133
-1.38e-06,0.00035535,1.0000379773849828,1.000020467632508,134
-1.38e-06,0.00035535,1.0000679605498053,1.0000012792147588,135
-1.38e-06,0.00035535,1.0000679605498053,1.000006076284678,136
-1.38e-06,0.00035535,1.0000679605498053,1.0000108733776094,137
-1.38e-06,0.00035535,1.0000679605498053,1.0000156704935528,138
-1.38e-06,0.00035535,1.0000679605498053,1.000020467632508,139
-1.38e-06,0.00035535,1.000097944613584,1.0000012792147588,140
-1.38e-06,0.00035535,1.000097944613584,1.000006076284678,141
-1.38e-06,0.00035535,1.000097944613584,1.0000108733776094,142
-1.38e-06,0.00035535,1.000097944613584,1.0000156704935528,143
-1.38e-06,0.00035535,1.000097944613584,1.000020467632508,144
-1.38e-06,0.00035535,1.0001279295763457,1.0000012792147588,145
-1.38e-06,0.00035535,1.0001279295763457,1.000006076284678,146
-1.38e-06,0.00035535,1.0001279295763457,1.0000108733776094,147
-1.38e-06,0.00035535,1.0001279295763457,1.0000156704935528,148
-1.38e-06,0.00035535,1.0001279295763457,1.000020467632508,149
-3.5535e-05,0.00035535,1.0000079951190892,1.0000012792147588,150
-3.5535e-05,0.00035535,1.0000079951190892,1.000006076284678,151
-3.5535e-05,0.00035535,1.0000079951190892,1.0000108733776094,152
-3.5535e-05,0.00035535,1.0000079951190892,1.0000156704935528,153
-3.5535e-05,0.00035535,1.0000079951190892,1.000020467632508,154
-3.5535e-05,0.00035535,1.0000379773849828,1.0000012792147588,155
-3.5535e-05,0.00035535,1.0000379773849828,1.000006076284678,156
-3.5535e-05,0.00035535,1.0000379773849828,1.0000108733776094,157
-3.5535e-05,0.00035535,1.0000379773849828,1.0000156704935528,158
-3.5535e-05,0.00035535,1.0000379773849828,1.000020467632508,159
-3.5535e-05,0.00035535,1.0000679605498053,1.0000012792147588,160
-3.5535e-05,0.00035535,1.0000679605498053,1.000006076284678,161
-3.5535e-05,0.00035535,1.0000679605498053,1.0000108733776094,162
-3.5535e-05,0.00035535,1.0000679605498053,1.0000156704935528,163
-3.5535e-05,0.00035535,1.0000679605498053,1.000020467632508,164
-3.5535e-05,0.00035535,1.000097944613584,1.0000012792147588,165
-3.5535e-05,0.00035535,1.000097944613584,1.000006076284678,166
-3.5535e-05,0.00035535,1.000097944613584,1.0000108733776094,167
-3.5535e-05,0.00035535,1.000097944613584,1.0000156704935528,168
-3.5535e-05,0.00035535,1.000097944613584,1.000020467632508,169
-3.5535e-05,0.00035535,1.0001279295763457,1.0000012792147588,170
-3.5535e-05,0.00035535,1.0001279295763457,1.000006076284678,171
-3.5535e-05,0.00035535,1.0001279295763457,1.0000108733776094,172
-3.5535e-05,0.00035535,1.0001279295763457,1.0000156704935528,173
-3.5535e-05,0.00035535,1.0001279295763457,1.000020467632508,174
-6.969e-05,0.00035535,1.0000079951190892,1.0000012792147588,175
-6.969e-05,0.00035535,1.0000079951190892,1.000006076284678,176
-6.969e-05,0.00035535,1.0000079951190892,1.0000108733776094,177
-6.969e-05,0.00035535,1.0000079951190892,1.0000156704935528,178
-6.969e-05,0.00035535,1.0000079951190892,1.000020467632508,179
-6.969e-05,0.00035535,1.0000379773849828,1.0000012792147588,180
-6.969e-05,0.00035535,1.0000379773849828,1.000006076284678,181
-6.969e-05,0.00035535,1.0000379773849828,1.0000108733776094,182
-6.969e-05,0.00035535,1.0000379773849828,1.0000156704935528,183
-6.969e-05,0.00035535,1.0000379773849828,1.000020467632508,184
-6.969e-05,0.00035535,1.0000679605498053,1.0000012792147588,185
-6.969e-05,0.00035535,1.0000679605498053,1.000006076284678,186
-6.969e-05,0.00035535,1.0000679605498053,1.0000108733776094,187
-6.969e-05,0.00035535,1.0000679605498053,1.0000156704935528,188
-6.969e-05,0.00035535,1.0000679605498053,1.000020467632508,189
-6.969e-05,0.00035535,1.000097944613584,1.0000012792147588,190
-6.969e-05,0.00035535,1.000097944613584,1.000006076284678,191
-6.969e-05,0.00035535,1.000097944613584,1.0000108733776094,192
-6.969e-05,0.00035535,1.000097944613584,1.0000156704935528,193
-6.969e-05,0.00035535,1.000097944613584,1.000020467632508,194
-6.969e-05,0.00035535,1.0001279295763457,1.0000012792147588,195
-6.969e-05,0.00035535,1.0001279295763457,1.000006076284678,196
-6.969e-05,0.00035535,1.0001279295763457,1.0000108733776094,197
-6.969e-05,0.00035535,1.0001279295763457,1.0000156704935528,198
-6.969e-05,0.00035535,1.0001279295763457,1.000020467632508,199
-0.000103845,0.00035535,1.0000079951190892,1.0000012792147588,200
-0.000103845,0.00035535,1.0000079951190892,1.000006076284678,201
-0.000103845,0.00035535,1.0000079951190892,1.0000108733776094,202
-0.000103845,0.00035535,1.0000079951190892,1.0000156704935528,203
-0.000103845,0.00035535,1.0000079951190892,1.000020467632508,204
-0.000103845,0.00035535,1.0000379773849828,1.0000012792147588,205
-0.000103845,0.00035535,1.0000379773849828,1.000006076284678,206
-0.000103845,0.00035535,1.0000379773849828,1.0000108733776094,207
-0.000103845,0.00035535,1.0000379773849828,1.0000156704935528,208
-0.000103845,0.00035535,1.0000379773849828,1.000020467632508,209
-0.000103845,0.00035535,1.0000679605498053,1.0000012792147588,210
-0.000103845,0.00035535,1.0000679605498053,1.000006076284678,211
-0.000103845,0.00035535,1.0000679605498053,1.0000108733776094,212
-0.000103845,0.00035535,1.0000679605498053,1.0000156704935528,213
-0.000103845,0.00035535,1.0000679605498053,1.000020467632508,214
-0.000103845,0.00035535,1.000097944613584,1.0000012792147588,215
-0.000103845,0.00035535,1.000097944613584,1.000006076284678,216
-0.000103845,0.00035535,1.000097944613584,1.0000108733776094,217
-0.000103845,0.00035535,1.000097944613584,1.0000156704935528,218
-0.000103845,0.00035535,1.000097944613584,1.000020467632508,219
-0.000103845,0.00035535,1.0001279295763457,1.0000012792147588,220
-0.000103845,0.00035535,1.0001279295763457,1.000006076284678,221
-0.000103845,0.00035535,1.0001279295763457,1.0000108733776094,222
-0.000103845,0.00035535,1.0001279295763457,1.0000156704935528,223
-0.000103845,0.00035535,1.0001279295763457,1.000020467632508,224
-0.000138,0.00035535,1.0000079951190892,1.0000012792147588,225
-0.000138,0.00035535,1.0000079951190892,1.000006076284678,226
-0.000138,0.00035535,1.0000079951190892,1.0000108733776094,227
-0.000138,0.00035535,1.0000079951190892,1.0000156704935528,228
-0.000138,0.00035535,1.0000079951190892,1.000020467632508,229
-0.000138,0.00035535,1.0000379773849828,1.0000012792147588,230
-0.000138,0.00035535,1.0000379773849828,1.000006076284678,231
-0.000138,0.00035535,1.0000379773849828,1.0000108733776094,232
-0.000138,0.00035535,1.0000379773849828,1.0000156704935528,233
-0.000138,0.00035535,1.0000379773849828,1.000020467632508,234
-0.000138,0.00035535,1.0000679605498053,1.0000012792147588,235
-0.000138,0.00035535,1.0000679605498053,1.000006076284678,236
-0.000138,0.00035535,1.0000679605498053,1.0000108733776094,237
-0.000138,0.00035535,1.0000679605498053,1.0000156704935528,238
-0.000138,0.00035535,1.0000679605498053,1.000020467632508,239
-0.000138,0.00035535,1.000097944613584,1.0000012792147588,240
-0.000138,0.00035535,1.000097944613584,1.000006076284678,241
-0.000138,0.00035535,1.000097944613584,1.0000108733776094,242
-0.000138,0.00035535,1.000097944613584,1.0000156704935528,243
-0.000138,0.00035535,1.000097944613584,1.000020467632508,244
-0.000138,0.00035535,1.0001279295763457,1.0000012792147588,245
-0.000138,0.00035535,1.0001279295763457,1.000006076284678,246
-0.000138,0.00035535,1.0001279295763457,1.0000108733776094,247
-0.000138,0.00035535,1.0001279295763457,1.0000156704935528,248
-0.000138,0.00035535,1.0001279295763457,1.000020467632508,249
-1.38e-06,0.0006969,1.0000079951190892,1.0000012792147588,250
-1.38e-06,0.0006969,1.0000079951190892,1.000006076284678,251
-1.38e-06,0.0006969,1.0000079951190892,1.0000108733776094,252
-1.38e-06,0.0006969,1.0000079951190892,1.0000156704935528,253
-1.38e-06,0.0006969,1.0000079951190892,1.000020467632508,254
-1.38e-06,0.0006969,1.0000379773849828,1.0000012792147588,255
-1.38e-06,0.0006969,1.0000379773849828,1.000006076284678,256
-1.38e-06,0.0006969,1.0000379773849828,1.0000108733776094,257
-1.38e-06,0.0006969,1.0000379773849828,1.0000156704935528,258
-1.38e-06,0.0006969,1.0000379773849828,1.000020467632508,259
-1.38e-06,0.0006969,1.0000679605498053,1.0000012792147588,260
-1.38e-06,0.0006969,1.0000679605498053,1.000006076284678,261
-1.38e-06,0.0006969,1.0000679605498053,1.0000108733776094,262
-1.38e-06,0.0006969,1.0000679605498053,1.0000156704935528,263
-1.38e-06,0.0006969,1.0000679605498053,1.000020467632508,264
-1.38e-06,0.0006969,1.000097944613584,1.0000012792147588,265
-1.38e-06,0.0006969,1.000097944613584,1.000006076284678,266
-1.38e-06,0.0006969,1.000097944613584,1.0000108733776094,267
-1.38e-06,0.0006969,1.000097944613584,1.0000156704935528,268
-1.38e-06,0.0006969,1.000097944613584,1.000020467632508,269
-1.38e-06,0.0006969,1.0001279295763457,1.0000012792147588,270
-1.38e-06,0.0006969,1.0001279295763457,1.000006076284678,271
-1.38e-06,0.0006969,1.0001279295763457,1.0000108733776094,272
-1.38e-06,0.0006969,1.0001279295763457,1.0000156704935528,273
-1.38e-06,0.0006969,1.0001279295763457,1.000020467632508,274
-3.5535e-05,0.0006969,1.0000079951190892,1.0000012792147588,275
-3.5535e-05,0.0006969,1.0000079951190892,1.000006076284678,276
-3.5535e-05,0.0006969,1.0000079951190892,1.0000108733776094,277
-3.5535e-05,0.0006969,1.0000079951190892,1.0000156704935528,278
-3.5535e-05,0.0006969,1.0000079951190892,1.000020467632508,279
-3.5535e-05,0.0006969,1.0000379773849828,1.0000012792147588,280
-3.5535e-05,0.0006969,1.0000379773849828,1.000006076284678,281
-3.5535e-05,0.0006969,1.0000379773849828,1.0000108733776094,282
-3.5535e-05,0.0006969,1.0000379773849828,1.0000156704935528,283
-3.5535e-05,0.0006969,1.0000379773849828,1.000020467632508,284
-3.5535e-05,0.0006969,1.0000679605498053,1.0000012792147588,285
-3.5535e-05,0.0006969,1.0000679605498053,1.000006076284678,286
-3.5535e-05,0.0006969,1.0000679605498053,1.0000108733776094,287
-3.5535e-05,0.0006969,1.0000679605498053,1.0000156704935528,288
-3.5535e-05,0.0006969,1.0000679605498053,1.000020467632508,289
-3.5535e-05,0.0006969,1.000097944613584,1.0000012792147588,290
-3.5535e-05,0.0006969,1.000097944613584,1.000006076284678,291
-3.5535e-05,0.0006969,1.000097944613584,1.0000108733776094,292
-3.5535e-05,0.0006969,1.000097944613584,1.0000156704935528,293
-3.5535e-05,0.0006969,1.000097944613584,1.000020467632508,294
-3.5535e-05,0.0006969,1.0001279295763457,1.0000012792147588,295
-3.5535e-05,0.0006969,1.0001279295763457,1.000006076284678,296
-3.5535e-05,0.0006969,1.0001279295763457,1.0000108733776094,297
-3.5535e-05,0.0006969,1.0001279295763457,1.0000156704935528,298
-3.5535e-05,0.0006969,1.0001279295763457,1.000020467632508,299
-6.969e-05,0.0006969,1.0000079951190892,1.0000012792147588,300
-6.969e-05,0.0006969,1.0000079951190892,1.000006076284678,301
-6.969e-05,0.0006969,1.0000079951190892,1.0000108733776094,302
-6.969e-05,0.0006969,1.0000079951190892,1.0000156704935528,303
-6.969e-05,0.0006969,1.0000079951190892,1.000020467632508,304
-6.969e-05,0.0006969,1.0000379773849828,1.0000012792147588,305
-6.969e-05,0.0006969,1.0000379773849828,1.000006076284678,306
-6.969e-05,0.0006969,1.0000379773849828,1.0000108733776094,307
-6.969e-05,0.0006969,1.0000379773849828,1.0000156704935528,308
-6.969e-05,0.0006969,1.0000379773849828,1.000020467632508,309
-6.969e-05,0.0006969,1.0000679605498053,1.0000012792147588,310
-6.969e-05,0.0006969,1.0000679605498053,1.000006076284678,311
